obs_id,year,wk,wk_avg_temp
224,1998,32,28.32857142857143
225,1998,33,28.22142857142857
226,1998,33,28.22142857142857
227,1998,33,28.22142857142857
228,1998,33,28.22142857142857
229,1998,33,28.22142857142857
230,1998,33,28.22142857142857
231,1998,33,28.22142857142857
232,1998,34,26.785714285714285
233,1998,34,26.785714285714285
234,1998,34,26.785714285714285
235,1998,34,26.785714285714285
236,1998,34,26.785714285714285
237,1998,34,26.785714285714285
238,1998,34,26.785714285714285
239,1998,35,26.892857142857142
240,1998,35,26.892857142857142
241,1998,35,26.892857142857142
242,1998,35,26.892857142857142
243,1998,35,26.892857142857142
244,1998,35,26.892857142857142
245,1998,35,26.892857142857142
246,1998,36,28.307142857142857
247,1998,36,28.307142857142857
248,1998,36,28.307142857142857
249,1998,36,28.307142857142857
250,1998,36,28.307142857142857
251,1998,36,28.307142857142857
252,1998,36,28.307142857142857
253,1998,37,28.22142857142857
254,1998,37,28.22142857142857
255,1998,37,28.22142857142857
256,1998,37,28.22142857142857
257,1998,37,28.22142857142857
258,1998,37,28.22142857142857
259,1998,37,28.22142857142857
260,1998,38,27.87857142857143
261,1998,38,27.87857142857143
262,1998,38,27.87857142857143
263,1998,38,27.87857142857143
264,1998,38,27.87857142857143
265,1998,38,27.87857142857143
266,1998,38,27.87857142857143
267,1998,39,27.771428571428572
268,1998,39,27.771428571428572
269,1998,39,27.771428571428572
270,1998,39,27.771428571428572
271,1998,39,27.771428571428572
272,1998,39,27.771428571428572
273,1998,39,27.771428571428572
274,1998,40,28.564285714285713
275,1998,40,28.564285714285713
276,1998,40,28.564285714285713
277,1998,40,28.564285714285713
278,1998,40,28.564285714285713
279,1998,40,28.564285714285713
280,1998,40,28.564285714285713
281,1998,41,27.9
282,1998,41,27.9
283,1998,41,27.9
284,1998,41,27.9
285,1998,41,27.9
286,1998,41,27.9
287,1998,41,27.9
288,1998,42,26.571428571428573
289,1998,42,26.571428571428573
290,1998,42,26.571428571428573
291,1998,42,26.571428571428573
292,1998,42,26.571428571428573
293,1998,42,26.571428571428573
294,1998,42,26.571428571428573
295,1998,43,26.957142857142856
296,1998,43,26.957142857142856
297,1998,43,26.957142857142856
298,1998,43,26.957142857142856
299,1998,43,26.957142857142856
300,1998,43,26.957142857142856
301,1998,43,26.957142857142856
302,1998,44,28.264285714285716
303,1998,44,28.264285714285716
304,1998,44,28.264285714285716
305,1998,44,28.264285714285716
306,1998,44,28.264285714285716
307,1998,44,28.264285714285716
308,1998,44,28.264285714285716
309,1998,45,28.135714285714286
310,1998,45,28.135714285714286
311,1998,45,28.135714285714286
312,1998,45,28.135714285714286
313,1998,45,28.135714285714286
314,1998,45,28.135714285714286
315,1998,45,28.135714285714286
316,1998,46,26.07857142857143
317,1998,46,26.07857142857143
318,1998,46,26.07857142857143
319,1998,46,26.07857142857143
320,1998,46,26.07857142857143
321,1998,46,26.07857142857143
322,1998,46,26.07857142857143
323,1998,47,27.321428571428573
324,1998,47,27.321428571428573
325,1998,47,27.321428571428573
326,1998,47,27.321428571428573
327,1998,47,27.321428571428573
328,1998,47,27.321428571428573
329,1998,47,27.321428571428573
330,1998,48,27.6
331,1998,48,27.6
332,1998,48,27.6
333,1998,48,27.6
334,1998,48,27.6
335,1998,48,27.6
336,1998,48,27.6
337,1998,49,27.728571428571428
338,1998,49,27.728571428571428
339,1998,49,27.728571428571428
340,1998,49,27.728571428571428
341,1998,49,27.728571428571428
342,1998,49,27.728571428571428
343,1998,49,27.728571428571428
344,1998,50,26.635714285714286
345,1998,50,26.635714285714286
346,1998,50,26.635714285714286
347,1998,50,26.635714285714286
348,1998,50,26.635714285714286
349,1998,50,26.635714285714286
350,1998,50,26.635714285714286
351,1998,51,25.864285714285714
352,1998,51,25.864285714285714
353,1998,51,25.864285714285714
354,1998,51,25.864285714285714
355,1998,51,25.864285714285714
356,1998,51,25.864285714285714
357,1998,51,25.864285714285714
358,1998,52,26.357142857142858
359,1998,52,26.357142857142858
360,1998,52,26.357142857142858
361,1998,52,26.357142857142858
362,1998,52,26.357142857142858
363,1998,52,26.357142857142858
364,1998,52,26.357142857142858
365,1998,53,26.7
366,1999,1,26.7
367,1999,1,26.7
368,1999,1,26.7
369,1999,1,26.7
370,1999,1,26.7
371,1999,1,26.7
372,1999,1,26.7
373,1999,2,26.72142857142857
374,1999,2,26.72142857142857
375,1999,2,26.72142857142857
376,1999,2,26.72142857142857
377,1999,2,26.72142857142857
378,1999,2,26.72142857142857
379,1999,2,26.72142857142857
380,1999,3,26.7
381,1999,3,26.7
382,1999,3,26.7
383,1999,3,26.7
384,1999,3,26.7
385,1999,3,26.7
386,1999,3,26.7
387,1999,4,26.292857142857144
388,1999,4,26.292857142857144
389,1999,4,26.292857142857144
390,1999,4,26.292857142857144
391,1999,4,26.292857142857144
392,1999,4,26.292857142857144
393,1999,4,26.292857142857144
394,1999,5,26.485714285714284
395,1999,5,26.485714285714284
396,1999,5,26.485714285714284
397,1999,5,26.485714285714284
398,1999,5,26.485714285714284
399,1999,5,26.485714285714284
400,1999,5,26.485714285714284
401,1999,6,26.892857142857142
402,1999,6,26.892857142857142
403,1999,6,26.892857142857142
404,1999,6,26.892857142857142
405,1999,6,26.892857142857142
406,1999,6,26.892857142857142
407,1999,6,26.892857142857142
408,1999,7,26.764285714285716
409,1999,7,26.764285714285716
410,1999,7,26.764285714285716
411,1999,7,26.764285714285716
412,1999,7,26.764285714285716
413,1999,7,26.764285714285716
414,1999,7,26.764285714285716
415,1999,8,26.357142857142858
416,1999,8,26.357142857142858
417,1999,8,26.357142857142858
418,1999,8,26.357142857142858
419,1999,8,26.357142857142858
420,1999,8,26.357142857142858
421,1999,8,26.357142857142858
422,1999,9,26.442857142857143
423,1999,9,26.442857142857143
424,1999,9,26.442857142857143
425,1999,9,26.442857142857143
426,1999,9,26.442857142857143
427,1999,9,26.442857142857143
428,1999,9,26.442857142857143
429,1999,10,26.292857142857144
430,1999,10,26.292857142857144
431,1999,10,26.292857142857144
432,1999,10,26.292857142857144
433,1999,10,26.292857142857144
434,1999,10,26.292857142857144
435,1999,10,26.292857142857144
436,1999,11,26.42142857142857
437,1999,11,26.42142857142857
438,1999,11,26.42142857142857
439,1999,11,26.42142857142857
440,1999,11,26.42142857142857
441,1999,11,26.42142857142857
442,1999,11,26.42142857142857
443,1999,12,26.228571428571428
444,1999,12,26.228571428571428
445,1999,12,26.228571428571428
446,1999,12,26.228571428571428
447,1999,12,26.228571428571428
448,1999,12,26.228571428571428
449,1999,12,26.228571428571428
450,1999,13,26.335714285714285
451,1999,13,26.335714285714285
452,1999,13,26.335714285714285
453,1999,13,26.335714285714285
454,1999,13,26.335714285714285
455,1999,13,26.335714285714285
456,1999,13,26.335714285714285
457,1999,14,26.42142857142857
458,1999,14,26.42142857142857
459,1999,14,26.42142857142857
460,1999,14,26.42142857142857
461,1999,14,26.42142857142857
462,1999,14,26.42142857142857
463,1999,14,26.42142857142857
464,1999,15,26.37857142857143
465,1999,15,26.37857142857143
466,1999,15,26.37857142857143
467,1999,15,26.37857142857143
468,1999,15,26.37857142857143
469,1999,15,26.37857142857143
470,1999,15,26.37857142857143
471,1999,16,26.314285714285713
472,1999,16,26.314285714285713
473,1999,16,26.314285714285713
474,1999,16,26.314285714285713
475,1999,16,26.314285714285713
476,1999,16,26.314285714285713
477,1999,16,26.314285714285713
478,1999,17,26.142857142857142
479,1999,17,26.142857142857142
480,1999,17,26.142857142857142
481,1999,17,26.142857142857142
482,1999,17,26.142857142857142
483,1999,17,26.142857142857142
484,1999,17,26.142857142857142
485,1999,18,26.37857142857143
486,1999,18,26.37857142857143
487,1999,18,26.37857142857143
488,1999,18,26.37857142857143
489,1999,18,26.37857142857143
490,1999,18,26.37857142857143
491,1999,18,26.37857142857143
492,1999,19,26.742857142857144
493,1999,19,26.742857142857144
494,1999,19,26.742857142857144
495,1999,19,26.742857142857144
496,1999,19,26.742857142857144
497,1999,19,26.742857142857144
498,1999,19,26.742857142857144
499,1999,20,26.957142857142856
500,1999,20,26.957142857142856
501,1999,20,26.957142857142856
502,1999,20,26.957142857142856
503,1999,20,26.957142857142856
504,1999,20,26.957142857142856
505,1999,20,26.957142857142856
506,1999,21,27.085714285714285
507,1999,21,27.085714285714285
508,1999,21,27.085714285714285
509,1999,21,27.085714285714285
510,1999,21,27.085714285714285
511,1999,21,27.085714285714285
512,1999,21,27.085714285714285
513,1999,22,27.021428571428572
514,1999,22,27.021428571428572
515,1999,22,27.021428571428572
516,1999,22,27.021428571428572
517,1999,22,27.021428571428572
518,1999,22,27.021428571428572
519,1999,22,27.021428571428572
520,1999,23,26.914285714285715
521,1999,23,26.914285714285715
522,1999,23,26.914285714285715
523,1999,23,26.914285714285715
524,1999,23,26.914285714285715
525,1999,23,26.914285714285715
526,1999,23,26.914285714285715
527,1999,24,27.27857142857143
528,1999,24,27.27857142857143
529,1999,24,27.27857142857143
530,1999,24,27.27857142857143
531,1999,24,27.27857142857143
532,1999,24,27.27857142857143
533,1999,24,27.27857142857143
534,1999,25,27.085714285714285
535,1999,25,27.085714285714285
536,1999,25,27.085714285714285
537,1999,25,27.085714285714285
538,1999,25,27.085714285714285
539,1999,25,27.085714285714285
540,1999,25,27.085714285714285
541,1999,26,27.642857142857142
542,1999,26,27.642857142857142
543,1999,26,27.642857142857142
544,1999,26,27.642857142857142
545,1999,26,27.642857142857142
546,1999,26,27.642857142857142
547,1999,26,27.642857142857142
548,1999,27,27.964285714285715
549,1999,27,27.964285714285715
550,1999,27,27.964285714285715
551,1999,27,27.964285714285715
552,1999,27,27.964285714285715
553,1999,27,27.964285714285715
554,1999,27,27.964285714285715
555,1999,28,27.79285714285714
556,1999,28,27.79285714285714
557,1999,28,27.79285714285714
558,1999,28,27.79285714285714
559,1999,28,27.79285714285714
560,1999,28,27.79285714285714
561,1999,28,27.79285714285714
562,1999,29,27.75
563,1999,29,27.75
564,1999,29,27.75
565,1999,29,27.75
566,1999,29,27.75
567,1999,29,27.75
568,1999,29,27.75
569,1999,30,27.707142857142856
570,1999,30,27.707142857142856
571,1999,30,27.707142857142856
572,1999,30,27.707142857142856
573,1999,30,27.707142857142856
574,1999,30,27.707142857142856
575,1999,30,27.707142857142856
576,1999,31,27.428571428571427
577,1999,31,27.428571428571427
578,1999,31,27.428571428571427
579,1999,31,27.428571428571427
580,1999,31,27.428571428571427
581,1999,31,27.428571428571427
582,1999,31,27.428571428571427
583,1999,32,27.47142857142857
584,1999,32,27.47142857142857
585,1999,32,27.47142857142857
586,1999,32,27.47142857142857
587,1999,32,27.47142857142857
588,1999,32,27.47142857142857
589,1999,32,27.47142857142857
590,1999,33,27.942857142857143
591,1999,33,27.942857142857143
592,1999,33,27.942857142857143
593,1999,33,27.942857142857143
594,1999,33,27.942857142857143
595,1999,33,27.942857142857143
596,1999,33,27.942857142857143
597,1999,34,28.05
598,1999,34,28.05
599,1999,34,28.05
600,1999,34,28.05
601,1999,34,28.05
602,1999,34,28.05
603,1999,34,28.05
604,1999,35,28.05
605,1999,35,28.05
606,1999,35,28.05
607,1999,35,28.05
608,1999,35,28.05
609,1999,35,28.05
610,1999,35,28.05
611,1999,36,28.135714285714286
612,1999,36,28.135714285714286
613,1999,36,28.135714285714286
614,1999,36,28.135714285714286
615,1999,36,28.135714285714286
616,1999,36,28.135714285714286
617,1999,36,28.135714285714286
618,1999,37,28.285714285714285
619,1999,37,28.285714285714285
620,1999,37,28.285714285714285
621,1999,37,28.285714285714285
622,1999,37,28.285714285714285
623,1999,37,28.285714285714285
624,1999,37,28.285714285714285
625,1999,38,28.392857142857142
626,1999,38,28.392857142857142
627,1999,38,28.392857142857142
628,1999,38,28.392857142857142
629,1999,38,28.392857142857142
630,1999,38,28.392857142857142
631,1999,38,28.392857142857142
632,1999,39,28.564285714285713
633,1999,39,28.564285714285713
634,1999,39,28.564285714285713
635,1999,39,28.564285714285713
636,1999,39,28.564285714285713
637,1999,39,28.564285714285713
638,1999,39,28.564285714285713
639,1999,40,28.478571428571428
640,1999,40,28.478571428571428
641,1999,40,28.478571428571428
642,1999,40,28.478571428571428
643,1999,40,28.478571428571428
644,1999,40,28.478571428571428
645,1999,40,28.478571428571428
646,1999,41,28.564285714285713
647,1999,41,28.564285714285713
648,1999,41,28.564285714285713
649,1999,41,28.564285714285713
650,1999,41,28.564285714285713
651,1999,41,28.564285714285713
652,1999,41,28.564285714285713
653,1999,42,28.35
654,1999,42,28.35
655,1999,42,28.35
656,1999,42,28.35
657,1999,42,28.35
658,1999,42,28.35
659,1999,42,28.35
660,1999,43,28.178571428571427
661,1999,43,28.178571428571427
662,1999,43,28.178571428571427
663,1999,43,28.178571428571427
664,1999,43,28.178571428571427
665,1999,43,28.178571428571427
666,1999,43,28.178571428571427
667,1999,44,28.02857142857143
668,1999,44,28.02857142857143
669,1999,44,28.02857142857143
670,1999,44,28.02857142857143
671,1999,44,28.02857142857143
672,1999,44,28.02857142857143
673,1999,44,28.02857142857143
674,1999,45,27
675,1999,45,27
676,1999,45,27
677,1999,45,27
678,1999,45,27
679,1999,45,27
680,1999,45,27
681,1999,46,27.150000000000002
682,1999,46,27.150000000000002
683,1999,46,27.150000000000002
684,1999,46,27.150000000000002
685,1999,46,27.150000000000002
686,1999,46,27.150000000000002
687,1999,46,27.150000000000002
688,1999,47,27.87857142857143
689,1999,47,27.87857142857143
690,1999,47,27.87857142857143
691,1999,47,27.87857142857143
692,1999,47,27.87857142857143
693,1999,47,27.87857142857143
694,1999,47,27.87857142857143
695,1999,48,27.57857142857143
696,1999,48,27.57857142857143
697,1999,48,27.57857142857143
698,1999,48,27.57857142857143
699,1999,48,27.57857142857143
700,1999,48,27.57857142857143
701,1999,48,27.57857142857143
702,1999,49,27.535714285714285
703,1999,49,27.535714285714285
704,1999,49,27.535714285714285
705,1999,49,27.535714285714285
706,1999,49,27.535714285714285
707,1999,49,27.535714285714285
708,1999,49,27.535714285714285
709,1999,50,27.6
710,1999,50,27.6
711,1999,50,27.6
712,1999,50,27.6
713,1999,50,27.6
714,1999,50,27.6
715,1999,50,27.6
716,1999,51,27.771428571428572
717,1999,51,27.771428571428572
718,1999,51,27.771428571428572
719,1999,51,27.771428571428572
720,1999,51,27.771428571428572
721,1999,51,27.771428571428572
722,1999,51,27.771428571428572
723,1999,52,27.62142857142857
724,1999,52,27.62142857142857
725,1999,52,27.62142857142857
726,1999,52,27.62142857142857
727,1999,52,27.62142857142857
728,1999,52,27.62142857142857
729,1999,52,27.62142857142857
730,1999,53,27.3
731,2000,1,26.65714285714286
732,2000,1,26.65714285714286
733,2000,1,26.65714285714286
734,2000,1,26.65714285714286
735,2000,1,26.65714285714286
736,2000,1,26.65714285714286
737,2000,1,26.65714285714286
738,2000,2,26.52857142857143
739,2000,2,26.52857142857143
740,2000,2,26.52857142857143
741,2000,2,26.52857142857143
742,2000,2,26.52857142857143
743,2000,2,26.52857142857143
744,2000,2,26.52857142857143
745,2000,3,27
746,2000,3,27
747,2000,3,27
748,2000,3,27
749,2000,3,27
750,2000,3,27
751,2000,3,27
752,2000,4,26.72142857142857
753,2000,4,26.72142857142857
754,2000,4,26.72142857142857
755,2000,4,26.72142857142857
756,2000,4,26.72142857142857
757,2000,4,26.72142857142857
758,2000,4,26.72142857142857
759,2000,5,26.25
760,2000,5,26.25
761,2000,5,26.25
762,2000,5,26.25
763,2000,5,26.25
764,2000,5,26.25
765,2000,5,26.25
766,2000,6,26.442857142857143
767,2000,6,26.442857142857143
768,2000,6,26.442857142857143
769,2000,6,26.442857142857143
770,2000,6,26.442857142857143
771,2000,6,26.442857142857143
772,2000,6,26.442857142857143
773,2000,7,26.7
774,2000,7,26.7
775,2000,7,26.7
776,2000,7,26.7
777,2000,7,26.7
778,2000,7,26.7
779,2000,7,26.7
780,2000,8,26.014285714285712
781,2000,8,26.014285714285712
782,2000,8,26.014285714285712
783,2000,8,26.014285714285712
784,2000,8,26.014285714285712
785,2000,8,26.014285714285712
786,2000,8,26.014285714285712
787,2000,9,25.864285714285714
788,2000,9,25.864285714285714
789,2000,9,25.864285714285714
790,2000,9,25.864285714285714
791,2000,9,25.864285714285714
792,2000,9,25.864285714285714
793,2000,9,25.864285714285714
794,2000,10,25.585714285714285
795,2000,10,25.585714285714285
796,2000,10,25.585714285714285
797,2000,10,25.585714285714285
798,2000,10,25.585714285714285
799,2000,10,25.585714285714285
800,2000,10,25.585714285714285
801,2000,11,25.77857142857143
802,2000,11,25.77857142857143
803,2000,11,25.77857142857143
804,2000,11,25.77857142857143
805,2000,11,25.77857142857143
806,2000,11,25.77857142857143
807,2000,11,25.77857142857143
808,2000,12,26.25
809,2000,12,26.25
810,2000,12,26.25
811,2000,12,26.25
812,2000,12,26.25
813,2000,12,26.25
814,2000,12,26.25
815,2000,13,26.635714285714286
816,2000,13,26.635714285714286
817,2000,13,26.635714285714286
818,2000,13,26.635714285714286
819,2000,13,26.635714285714286
820,2000,13,26.635714285714286
821,2000,13,26.635714285714286
822,2000,14,26.764285714285712
823,2000,14,26.764285714285712
824,2000,14,26.764285714285712
825,2000,14,26.764285714285712
826,2000,14,26.764285714285712
827,2000,14,26.764285714285712
828,2000,14,26.764285714285712
829,2000,15,26.292857142857144
830,2000,15,26.292857142857144
831,2000,15,26.292857142857144
832,2000,15,26.292857142857144
833,2000,15,26.292857142857144
834,2000,15,26.292857142857144
835,2000,15,26.292857142857144
836,2000,16,26.057142857142857
837,2000,16,26.057142857142857
838,2000,16,26.057142857142857
839,2000,16,26.057142857142857
840,2000,16,26.057142857142857
841,2000,16,26.057142857142857
842,2000,16,26.057142857142857
843,2000,17,26.185714285714287
844,2000,17,26.185714285714287
845,2000,17,26.185714285714287
846,2000,17,26.185714285714287
847,2000,17,26.185714285714287
848,2000,17,26.185714285714287
849,2000,17,26.185714285714287
850,2000,18,26.507142857142856
851,2000,18,26.507142857142856
852,2000,18,26.507142857142856
853,2000,18,26.507142857142856
854,2000,18,26.507142857142856
855,2000,18,26.507142857142856
856,2000,18,26.507142857142856
857,2000,19,26.52857142857143
858,2000,19,26.52857142857143
859,2000,19,26.52857142857143
860,2000,19,26.52857142857143
861,2000,19,26.52857142857143
862,2000,19,26.52857142857143
863,2000,19,26.52857142857143
864,2000,20,26.95714285714286
865,2000,20,26.95714285714286
866,2000,20,26.95714285714286
867,2000,20,26.95714285714286
868,2000,20,26.95714285714286
869,2000,20,26.95714285714286
870,2000,20,26.95714285714286
871,2000,21,27.064285714285713
872,2000,21,27.064285714285713
873,2000,21,27.064285714285713
874,2000,21,27.064285714285713
875,2000,21,27.064285714285713
876,2000,21,27.064285714285713
877,2000,21,27.064285714285713
878,2000,22,27.321428571428573
879,2000,22,27.321428571428573
880,2000,22,27.321428571428573
881,2000,22,27.321428571428573
882,2000,22,27.321428571428573
883,2000,22,27.321428571428573
884,2000,22,27.321428571428573
885,2000,23,27.45
886,2000,23,27.45
887,2000,23,27.45
888,2000,23,27.45
889,2000,23,27.45
890,2000,23,27.45
891,2000,23,27.45
892,2000,24,27.34285714285714
893,2000,24,27.34285714285714
894,2000,24,27.34285714285714
895,2000,24,27.34285714285714
896,2000,24,27.34285714285714
897,2000,24,27.34285714285714
898,2000,24,27.34285714285714
899,2000,25,27.62142857142857
900,2000,25,27.62142857142857
901,2000,25,27.62142857142857
902,2000,25,27.62142857142857
903,2000,25,27.62142857142857
904,2000,25,27.62142857142857
905,2000,25,27.62142857142857
906,2000,26,27.57857142857143
907,2000,26,27.57857142857143
908,2000,26,27.57857142857143
909,2000,26,27.57857142857143
910,2000,26,27.57857142857143
911,2000,26,27.57857142857143
912,2000,26,27.57857142857143
913,2000,27,27.814285714285713
914,2000,27,27.814285714285713
915,2000,27,27.814285714285713
916,2000,27,27.814285714285713
917,2000,27,27.814285714285713
918,2000,27,27.814285714285713
919,2000,27,27.814285714285713
920,2000,28,27.87857142857143
921,2000,28,27.87857142857143
922,2000,28,27.87857142857143
923,2000,28,27.87857142857143
924,2000,28,27.87857142857143
925,2000,28,27.87857142857143
926,2000,28,27.87857142857143
927,2000,29,27.92142857142857
928,2000,29,27.92142857142857
929,2000,29,27.92142857142857
930,2000,29,27.92142857142857
931,2000,29,27.92142857142857
932,2000,29,27.92142857142857
933,2000,29,27.92142857142857
934,2000,30,28.007142857142856
935,2000,30,28.007142857142856
936,2000,30,28.007142857142856
937,2000,30,28.007142857142856
938,2000,30,28.007142857142856
939,2000,30,28.007142857142856
940,2000,30,28.007142857142856
941,2000,31,28.264285714285712
942,2000,31,28.264285714285712
943,2000,31,28.264285714285712
944,2000,31,28.264285714285712
945,2000,31,28.264285714285712
946,2000,31,28.264285714285712
947,2000,31,28.264285714285712
948,2000,32,28.114285714285714
949,2000,32,28.114285714285714
950,2000,32,28.114285714285714
951,2000,32,28.114285714285714
952,2000,32,28.114285714285714
953,2000,32,28.114285714285714
954,2000,32,28.114285714285714
955,2000,33,28.35
956,2000,33,28.35
957,2000,33,28.35
958,2000,33,28.35
959,2000,33,28.35
960,2000,33,28.35
961,2000,33,28.35
962,2000,34,28.071428571428573
963,2000,34,28.071428571428573
964,2000,34,28.071428571428573
965,2000,34,28.071428571428573
966,2000,34,28.071428571428573
967,2000,34,28.071428571428573
968,2000,34,28.071428571428573
969,2000,35,28.35
970,2000,35,28.35
971,2000,35,28.35
972,2000,35,28.35
973,2000,35,28.35
974,2000,35,28.35
