year,sciname,cat,cat_txt,cat_score
2008,Pterodroma solandri,VU,Vulnerable,0.4
2009,Pterodroma solandri,VU,Vulnerable,0.4
2010,Pterodroma solandri,VU,Vulnerable,0.4
2011,Pterodroma solandri,VU,Vulnerable,0.4
2012,Pterodroma solandri,VU,Vulnerable,0.4
2013,Pterodroma solandri,VU,Vulnerable,0.4
2014,Pterodroma solandri,VU,Vulnerable,0.4
2015,Pterodroma solandri,VU,Vulnerable,0.4
2016,Pterodroma solandri,VU,Vulnerable,0.4
2017,Pterodroma solandri,VU,Vulnerable,0.4
2018,Pterodroma solandri,VU,Vulnerable,0.4
2019,Pterodroma solandri,VU,Vulnerable,0.4
2020,Pterodroma solandri,VU,Vulnerable,0.4
2000,Pterodroma ultima,NT,Lower Risk/near threatened,0.2
2001,Pterodroma ultima,NT,Lower Risk/near threatened,0.2
2002,Pterodroma ultima,NT,Lower Risk/near threatened,0.2
2003,Pterodroma ultima,NT,Lower Risk/near threatened,0.2
2004,Pterodroma ultima,NT,Near Threatened,0.2
2005,Pterodroma ultima,NT,Near Threatened,0.2
2006,Pterodroma ultima,NT,Near Threatened,0.2
2007,Pterodroma ultima,NT,Near Threatened,0.2
2008,Pterodroma ultima,NT,Near Threatened,0.2
2009,Pterodroma ultima,NT,Near Threatened,0.2
2010,Pterodroma ultima,NT,Near Threatened,0.2
2011,Pterodroma ultima,NT,Near Threatened,0.2
2012,Pterodroma ultima,NT,Near Threatened,0.2
2013,Pterodroma ultima,NT,Near Threatened,0.2
2014,Pterodroma ultima,NT,Near Threatened,0.2
2015,Pterodroma ultima,NT,Near Threatened,0.2
2016,Pterodroma ultima,NT,Near Threatened,0.2
2017,Pterodroma ultima,NT,Near Threatened,0.2
2018,Pterodroma ultima,NT,Near Threatened,0.2
2019,Pterodroma ultima,LC,Least Concern,0
2020,Pterodroma ultima,LC,Least Concern,0
2009,Pteroplatytrygon violacea,LC,Least Concern,0
2010,Pteroplatytrygon violacea,LC,Least Concern,0
2011,Pteroplatytrygon violacea,LC,Least Concern,0
2012,Pteroplatytrygon violacea,LC,Least Concern,0
2013,Pteroplatytrygon violacea,LC,Least Concern,0
2014,Pteroplatytrygon violacea,LC,Least Concern,0
2015,Pteroplatytrygon violacea,LC,Least Concern,0
2016,Pteroplatytrygon violacea,LC,Least Concern,0
2017,Pteroplatytrygon violacea,LC,Least Concern,0
2018,Pteroplatytrygon violacea,LC,Least Concern,0
2019,Pteroplatytrygon violacea,LC,Least Concern,0
2020,Pteroplatytrygon violacea,LC,Least Concern,0
2014,Puffinus bailloni,LC,Least Concern,0
2015,Puffinus bailloni,LC,Least Concern,0
2016,Puffinus bailloni,LC,Least Concern,0
2017,Puffinus bailloni,LC,Least Concern,0
2018,Puffinus bailloni,LC,Least Concern,0
2019,Puffinus bailloni,LC,Least Concern,0
2020,Puffinus bailloni,LC,Least Concern,0
2000,Puffinus nativitatis,LC,Lower Risk/least concern,0
2001,Puffinus nativitatis,LC,Lower Risk/least concern,0
2002,Puffinus nativitatis,LC,Lower Risk/least concern,0
2003,Puffinus nativitatis,LC,Lower Risk/least concern,0
2004,Puffinus nativitatis,LC,Least Concern,0
2005,Puffinus nativitatis,LC,Least Concern,0
2006,Puffinus nativitatis,LC,Least Concern,0
2007,Puffinus nativitatis,LC,Least Concern,0
2008,Puffinus nativitatis,LC,Least Concern,0
2009,Puffinus nativitatis,LC,Least Concern,0
2010,Puffinus nativitatis,LC,Least Concern,0
2011,Puffinus nativitatis,LC,Least Concern,0
2012,Puffinus nativitatis,LC,Least Concern,0
2013,Puffinus nativitatis,LC,Least Concern,0
2014,Puffinus nativitatis,LC,Least Concern,0
2015,Puffinus nativitatis,LC,Least Concern,0
2016,Puffinus nativitatis,LC,Least Concern,0
2017,Puffinus nativitatis,LC,Least Concern,0
2018,Puffinus nativitatis,LC,Least Concern,0
2019,Puffinus nativitatis,LC,Least Concern,0
2020,Puffinus nativitatis,LC,Least Concern,0
2018,Puffinus newelli,CR,Critically Endangered,0.8
2019,Puffinus newelli,CR,Critically Endangered,0.8
2020,Puffinus newelli,CR,Critically Endangered,0.8
2014,Rhabdoblennius rhabdotrachelus,LC,Least Concern,0
2015,Rhabdoblennius rhabdotrachelus,LC,Least Concern,0
2016,Rhabdoblennius rhabdotrachelus,LC,Least Concern,0
2017,Rhabdoblennius rhabdotrachelus,LC,Least Concern,0
2018,Rhabdoblennius rhabdotrachelus,LC,Least Concern,0
2019,Rhabdoblennius rhabdotrachelus,LC,Least Concern,0
2020,Rhabdoblennius rhabdotrachelus,LC,Least Concern,0
2000,Rhincodon typus,VU,Vulnerable,0.4
2001,Rhincodon typus,VU,Vulnerable,0.4
2002,Rhincodon typus,VU,Vulnerable,0.4
2003,Rhincodon typus,VU,Vulnerable,0.4
2004,Rhincodon typus,VU,Vulnerable,0.4
2005,Rhincodon typus,VU,Vulnerable,0.4
2006,Rhincodon typus,VU,Vulnerable,0.4
2007,Rhincodon typus,VU,Vulnerable,0.4
2008,Rhincodon typus,VU,Vulnerable,0.4
2009,Rhincodon typus,VU,Vulnerable,0.4
2010,Rhincodon typus,VU,Vulnerable,0.4
2011,Rhincodon typus,VU,Vulnerable,0.4
2012,Rhincodon typus,VU,Vulnerable,0.4
2013,Rhincodon typus,VU,Vulnerable,0.4
2014,Rhincodon typus,VU,Vulnerable,0.4
2015,Rhincodon typus,VU,Vulnerable,0.4
2016,Rhincodon typus,EN,Endangered,0.6
2017,Rhincodon typus,EN,Endangered,0.6
2018,Rhincodon typus,EN,Endangered,0.6
2019,Rhincodon typus,EN,Endangered,0.6
2020,Rhincodon typus,EN,Endangered,0.6
2010,Scarus frenatus,LC,Least Concern,0
2011,Scarus frenatus,LC,Least Concern,0
2012,Scarus frenatus,LC,Least Concern,0
2013,Scarus frenatus,LC,Least Concern,0
2014,Scarus frenatus,LC,Least Concern,0
2015,Scarus frenatus,LC,Least Concern,0
2016,Scarus frenatus,LC,Least Concern,0
2017,Scarus frenatus,LC,Least Concern,0
2018,Scarus frenatus,LC,Least Concern,0
2019,Scarus frenatus,LC,Least Concern,0
2020,Scarus frenatus,LC,Least Concern,0
2010,Scarus globiceps,LC,Least Concern,0
2011,Scarus globiceps,LC,Least Concern,0
2012,Scarus globiceps,LC,Least Concern,0
2013,Scarus globiceps,LC,Least Concern,0
2014,Scarus globiceps,LC,Least Concern,0
2015,Scarus globiceps,LC,Least Concern,0
2016,Scarus globiceps,LC,Least Concern,0
2017,Scarus globiceps,LC,Least Concern,0
2018,Scarus globiceps,LC,Least Concern,0
2019,Scarus globiceps,LC,Least Concern,0
2020,Scarus globiceps,LC,Least Concern,0
2010,Scarus niger,LC,Least Concern,0
2011,Scarus niger,LC,Least Concern,0
2012,Scarus niger,LC,Least Concern,0
2013,Scarus niger,LC,Least Concern,0
2014,Scarus niger,LC,Least Concern,0
2015,Scarus niger,LC,Least Concern,0
2016,Scarus niger,LC,Least Concern,0
2017,Scarus niger,LC,Least Concern,0
2018,Scarus niger,LC,Least Concern,0
2019,Scarus niger,LC,Least Concern,0
2020,Scarus niger,LC,Least Concern,0
2010,Scarus oviceps,LC,Least Concern,0
2011,Scarus oviceps,LC,Least Concern,0
2012,Scarus oviceps,LC,Least Concern,0
2013,Scarus oviceps,LC,Least Concern,0
2014,Scarus oviceps,LC,Least Concern,0
2015,Scarus oviceps,LC,Least Concern,0
2016,Scarus oviceps,LC,Least Concern,0
2017,Scarus oviceps,LC,Least Concern,0
2018,Scarus oviceps,LC,Least Concern,0
2019,Scarus oviceps,LC,Least Concern,0
2020,Scarus oviceps,LC,Least Concern,0
2010,Scarus psittacus,LC,Least Concern,0
2011,Scarus psittacus,LC,Least Concern,0
2012,Scarus psittacus,LC,Least Concern,0
2013,Scarus psittacus,LC,Least Concern,0
2014,Scarus psittacus,LC,Least Concern,0
2015,Scarus psittacus,LC,Least Concern,0
2016,Scarus psittacus,LC,Least Concern,0
2017,Scarus psittacus,LC,Least Concern,0
2018,Scarus psittacus,LC,Least Concern,0
2019,Scarus psittacus,LC,Least Concern,0
2020,Scarus psittacus,LC,Least Concern,0
2010,Scarus pyrrostethus,LC,Least Concern,0
2011,Scarus pyrrostethus,LC,Least Concern,0
2012,Scarus pyrrostethus,LC,Least Concern,0
2013,Scarus pyrrostethus,LC,Least Concern,0
2014,Scarus pyrrostethus,LC,Least Concern,0
2015,Scarus pyrrostethus,LC,Least Concern,0
2016,Scarus pyrrostethus,LC,Least Concern,0
2017,Scarus pyrrostethus,LC,Least Concern,0
2018,Scarus pyrrostethus,LC,Least Concern,0
2019,Scarus pyrrostethus,LC,Least Concern,0
2020,Scarus pyrrostethus,LC,Least Concern,0
2010,Scarus rubroviolaceus,LC,Least Concern,0
2011,Scarus rubroviolaceus,LC,Least Concern,0
2012,Scarus rubroviolaceus,LC,Least Concern,0
2013,Scarus rubroviolaceus,LC,Least Concern,0
2014,Scarus rubroviolaceus,LC,Least Concern,0
2015,Scarus rubroviolaceus,LC,Least Concern,0
2016,Scarus rubroviolaceus,LC,Least Concern,0
2017,Scarus rubroviolaceus,LC,Least Concern,0
2018,Scarus rubroviolaceus,LC,Least Concern,0
2019,Scarus rubroviolaceus,LC,Least Concern,0
2020,Scarus rubroviolaceus,LC,Least Concern,0
2010,Scarus spinus,LC,Least Concern,0
2011,Scarus spinus,LC,Least Concern,0
2012,Scarus spinus,LC,Least Concern,0
2013,Scarus spinus,LC,Least Concern,0
2014,Scarus spinus,LC,Least Concern,0
2015,Scarus spinus,LC,Least Concern,0
2016,Scarus spinus,LC,Least Concern,0
2017,Scarus spinus,LC,Least Concern,0
2018,Scarus spinus,LC,Least Concern,0
2019,Scarus spinus,LC,Least Concern,0
2020,Scarus spinus,LC,Least Concern,0
2010,Scarus tricolor,LC,Least Concern,0
2011,Scarus tricolor,LC,Least Concern,0
2012,Scarus tricolor,LC,Least Concern,0
2013,Scarus tricolor,LC,Least Concern,0
2014,Scarus tricolor,LC,Least Concern,0
2015,Scarus tricolor,LC,Least Concern,0
2016,Scarus tricolor,LC,Least Concern,0
2017,Scarus tricolor,LC,Least Concern,0
2018,Scarus tricolor,LC,Least Concern,0
2019,Scarus tricolor,LC,Least Concern,0
2020,Scarus tricolor,LC,Least Concern,0
2014,Sphoeroides pachygaster,LC,Least Concern,0
2015,Sphoeroides pachygaster,LC,Least Concern,0
2016,Sphoeroides pachygaster,LC,Least Concern,0
2017,Sphoeroides pachygaster,LC,Least Concern,0
2018,Sphoeroides pachygaster,LC,Least Concern,0
2019,Sphoeroides pachygaster,LC,Least Concern,0
2020,Sphoeroides pachygaster,LC,Least Concern,0
2000,Stenella attenuata,CD,Lower Risk/conservation dependent,0.3
2001,Stenella attenuata,CD,Lower Risk/conservation dependent,0.3
2002,Stenella attenuata,CD,Lower Risk/conservation dependent,0.3
2003,Stenella attenuata,CD,Lower Risk/conservation dependent,0.3
2004,Stenella attenuata,CD,Lower Risk/conservation dependent,0.3
2005,Stenella attenuata,CD,Lower Risk/conservation dependent,0.3
2006,Stenella attenuata,CD,Lower Risk/conservation dependent,0.3
2007,Stenella attenuata,CD,Lower Risk/conservation dependent,0.3
2008,Stenella attenuata,LC,Least Concern,0
2009,Stenella attenuata,LC,Least Concern,0
2010,Stenella attenuata,LC,Least Concern,0
2011,Stenella attenuata,LC,Least Concern,0
2012,Stenella attenuata,LC,Least Concern,0
2013,Stenella attenuata,LC,Least Concern,0
2014,Stenella attenuata,LC,Least Concern,0
2015,Stenella attenuata,LC,Least Concern,0
2016,Stenella attenuata,LC,Least Concern,0
2017,Stenella attenuata,LC,Least Concern,0
2018,Stenella attenuata,LC,Least Concern,0
2019,Stenella attenuata,LC,Least Concern,0
2020,Stenella attenuata,LC,Least Concern,0
2000,Stenella coeruleoalba,CD,Lower Risk/conservation dependent,0.3
2001,Stenella coeruleoalba,CD,Lower Risk/conservation dependent,0.3
2002,Stenella coeruleoalba,CD,Lower Risk/conservation dependent,0.3
2003,Stenella coeruleoalba,CD,Lower Risk/conservation dependent,0.3
2004,Stenella coeruleoalba,CD,Lower Risk/conservation dependent,0.3
2005,Stenella coeruleoalba,CD,Lower Risk/conservation dependent,0.3
2006,Stenella coeruleoalba,CD,Lower Risk/conservation dependent,0.3
2007,Stenella coeruleoalba,CD,Lower Risk/conservation dependent,0.3
2008,Stenella coeruleoalba,LC,Least Concern,0
2009,Stenella coeruleoalba,LC,Least Concern,0
2010,Stenella coeruleoalba,LC,Least Concern,0
2011,Stenella coeruleoalba,LC,Least Concern,0
2012,Stenella coeruleoalba,LC,Least Concern,0
2013,Stenella coeruleoalba,LC,Least Concern,0
2014,Stenella coeruleoalba,LC,Least Concern,0
2015,Stenella coeruleoalba,LC,Least Concern,0
2016,Stenella coeruleoalba,LC,Least Concern,0
2017,Stenella coeruleoalba,LC,Least Concern,0
2018,Stenella coeruleoalba,LC,Least Concern,0
2019,Stenella coeruleoalba,LC,Least Concern,0
2020,Stenella coeruleoalba,LC,Least Concern,0
2000,Stenella longirostris,CD,Lower Risk/conservation dependent,0.3
2001,Stenella longirostris,CD,Lower Risk/conservation dependent,0.3
2002,Stenella longirostris,CD,Lower Risk/conservation dependent,0.3
2003,Stenella longirostris,CD,Lower Risk/conservation dependent,0.3
2004,Stenella longirostris,CD,Lower Risk/conservation dependent,0.3
2005,Stenella longirostris,CD,Lower Risk/conservation dependent,0.3
2006,Stenella longirostris,CD,Lower Risk/conservation dependent,0.3
2007,Stenella longirostris,CD,Lower Risk/conservation dependent,0.3
2018,Stenella longirostris,LC,Least Concern,0
2019,Stenella longirostris,LC,Least Concern,0
2020,Stenella longirostris,LC,Least Concern,0
2008,Steno bredanensis,LC,Least Concern,0
2009,Steno bredanensis,LC,Least Concern,0
2010,Steno bredanensis,LC,Least Concern,0
2011,Steno bredanensis,LC,Least Concern,0
2012,Steno bredanensis,LC,Least Concern,0
2013,Steno bredanensis,LC,Least Concern,0
2014,Steno bredanensis,LC,Least Concern,0
2015,Steno bredanensis,LC,Least Concern,0
2016,Steno bredanensis,LC,Least Concern,0
2017,Steno bredanensis,LC,Least Concern,0
2018,Steno bredanensis,LC,Least Concern,0
2019,Steno bredanensis,LC,Least Concern,0
2020,Steno bredanensis,LC,Least Concern,0
2011,Stereomastis surda,LC,Least Concern,0
2012,Stereomastis surda,LC,Least Concern,0
2013,Stereomastis surda,LC,Least Concern,0
2014,Stereomastis surda,LC,Least Concern,0
2015,Stereomastis surda,LC,Least Concern,0
2016,Stereomastis surda,LC,Least Concern,0
2017,Stereomastis surda,LC,Least Concern,0
2018,Stereomastis surda,LC,Least Concern,0
2019,Stereomastis surda,LC,Least Concern,0
2020,Stereomastis surda,LC,Least Concern,0
2010,Stethojulis bandanensis,LC,Least Concern,0
2011,Stethojulis bandanensis,LC,Least Concern,0
2012,Stethojulis bandanensis,LC,Least Concern,0
2013,Stethojulis bandanensis,LC,Least Concern,0
2014,Stethojulis bandanensis,LC,Least Concern,0
2015,Stethojulis bandanensis,LC,Least Concern,0
2016,Stethojulis bandanensis,LC,Least Concern,0
2017,Stethojulis bandanensis,LC,Least Concern,0
2018,Stethojulis bandanensis,LC,Least Concern,0
2019,Stethojulis bandanensis,LC,Least Concern,0
2020,Stethojulis bandanensis,LC,Least Concern,0
2010,Sula dactylatra,LC,Least Concern,0
2011,Sula dactylatra,LC,Least Concern,0
2012,Sula dactylatra,LC,Least Concern,0
2013,Sula dactylatra,LC,Least Concern,0
2014,Sula dactylatra,LC,Least Concern,0
2015,Sula dactylatra,LC,Least Concern,0
2016,Sula dactylatra,LC,Least Concern,0
2017,Sula dactylatra,LC,Least Concern,0
2018,Sula dactylatra,LC,Least Concern,0
2019,Sula dactylatra,LC,Least Concern,0
2020,Sula dactylatra,LC,Least Concern,0
2000,Sula leucogaster,LC,Lower Risk/least concern,0
2001,Sula leucogaster,LC,Lower Risk/least concern,0
2002,Sula leucogaster,LC,Lower Risk/least concern,0
2003,Sula leucogaster,LC,Lower Risk/least concern,0
2004,Sula leucogaster,LC,Least Concern,0
2005,Sula leucogaster,LC,Least Concern,0
2006,Sula leucogaster,LC,Least Concern,0
2007,Sula leucogaster,LC,Least Concern,0
2008,Sula leucogaster,LC,Least Concern,0
2009,Sula leucogaster,LC,Least Concern,0
2010,Sula leucogaster,LC,Least Concern,0
2011,Sula leucogaster,LC,Least Concern,0
2012,Sula leucogaster,LC,Least Concern,0
2013,Sula leucogaster,LC,Least Concern,0
2014,Sula leucogaster,LC,Least Concern,0
2015,Sula leucogaster,LC,Least Concern,0
2016,Sula leucogaster,LC,Least Concern,0
2017,Sula leucogaster,LC,Least Concern,0
2018,Sula leucogaster,LC,Least Concern,0
2019,Sula leucogaster,LC,Least Concern,0
2020,Sula leucogaster,LC,Least Concern,0
2000,Sula sula,LC,Lower Risk/least concern,0
2001,Sula sula,LC,Lower Risk/least concern,0
2002,Sula sula,LC,Lower Risk/least concern,0
2003,Sula sula,LC,Lower Risk/least concern,0
2004,Sula sula,LC,Least Concern,0
2005,Sula sula,LC,Least Concern,0
2006,Sula sula,LC,Least Concern,0
2007,Sula sula,LC,Least Concern,0
2008,Sula sula,LC,Least Concern,0
2009,Sula sula,LC,Least Concern,0
2010,Sula sula,LC,Least Concern,0
2011,Sula sula,LC,Least Concern,0
2012,Sula sula,LC,Least Concern,0
2013,Sula sula,LC,Least Concern,0
2014,Sula sula,LC,Least Concern,0
2015,Sula sula,LC,Least Concern,0
2016,Sula sula,LC,Least Concern,0
2017,Sula sula,LC,Least Concern,0
2018,Sula sula,LC,Least Concern,0
2019,Sula sula,LC,Least Concern,0
2020,Sula sula,LC,Least Concern,0
2010,Thalassoma amblycephalum,LC,Least Concern,0
2011,Thalassoma amblycephalum,LC,Least Concern,0
2012,Thalassoma amblycephalum,LC,Least Concern,0
2013,Thalassoma amblycephalum,LC,Least Concern,0
2014,Thalassoma amblycephalum,LC,Least Concern,0
2015,Thalassoma amblycephalum,LC,Least Concern,0
2016,Thalassoma amblycephalum,LC,Least Concern,0
2017,Thalassoma amblycephalum,LC,Least Concern,0
2018,Thalassoma amblycephalum,LC,Least Concern,0
2019,Thalassoma amblycephalum,LC,Least Concern,0
2020,Thalassoma amblycephalum,LC,Least Concern,0
2010,Thalassoma hardwicke,LC,Least Concern,0
2011,Thalassoma hardwicke,LC,Least Concern,0
2012,Thalassoma hardwicke,LC,Least Concern,0
2013,Thalassoma hardwicke,LC,Least Concern,0
2014,Thalassoma hardwicke,LC,Least Concern,0
2015,Thalassoma hardwicke,LC,Least Concern,0
2016,Thalassoma hardwicke,LC,Least Concern,0
2017,Thalassoma hardwicke,LC,Least Concern,0
2018,Thalassoma hardwicke,LC,Least Concern,0
2019,Thalassoma hardwicke,LC,Least Concern,0
2020,Thalassoma hardwicke,LC,Least Concern,0
2010,Thalassoma lunare,LC,Least Concern,0
2011,Thalassoma lunare,LC,Least Concern,0
2012,Thalassoma lunare,LC,Least Concern,0
2013,Thalassoma lunare,LC,Least Concern,0
2014,Thalassoma lunare,LC,Least Concern,0
2015,Thalassoma lunare,LC,Least Concern,0
2016,Thalassoma lunare,LC,Least Concern,0
2017,Thalassoma lunare,LC,Least Concern,0
2018,Thalassoma lunare,LC,Least Concern,0
2019,Thalassoma lunare,LC,Least Concern,0
2020,Thalassoma lunare,LC,Least Concern,0
2010,Thalassoma lutescens,LC,Least Concern,0
2011,Thalassoma lutescens,LC,Least Concern,0
2012,Thalassoma lutescens,LC,Least Concern,0
2013,Thalassoma lutescens,LC,Least Concern,0
2014,Thalassoma lutescens,LC,Least Concern,0
2015,Thalassoma lutescens,LC,Least Concern,0
2016,Thalassoma lutescens,LC,Least Concern,0
2017,Thalassoma lutescens,LC,Least Concern,0
2018,Thalassoma lutescens,LC,Least Concern,0
2019,Thalassoma lutescens,LC,Least Concern,0
2020,Thalassoma lutescens,LC,Least Concern,0
2010,Thalassoma purpureum,LC,Least Concern,0
2011,Thalassoma purpureum,LC,Least Concern,0
2012,Thalassoma purpureum,LC,Least Concern,0
2013,Thalassoma purpureum,LC,Least Concern,0
2014,Thalassoma purpureum,LC,Least Concern,0
2015,Thalassoma purpureum,LC,Least Concern,0
2016,Thalassoma purpureum,LC,Least Concern,0
2017,Thalassoma purpureum,LC,Least Concern,0
2018,Thalassoma purpureum,LC,Least Concern,0
2019,Thalassoma purpureum,LC,Least Concern,0
2020,Thalassoma purpureum,LC,Least Concern,0
2010,Thalassoma quinquevittatum,LC,Least Concern,0
2011,Thalassoma quinquevittatum,LC,Least Concern,0
2012,Thalassoma quinquevittatum,LC,Least Concern,0
2013,Thalassoma quinquevittatum,LC,Least Concern,0
2014,Thalassoma quinquevittatum,LC,Least Concern,0
2015,Thalassoma quinquevittatum,LC,Least Concern,0
2016,Thalassoma quinquevittatum,LC,Least Concern,0
2017,Thalassoma quinquevittatum,LC,Least Concern,0
2018,Thalassoma quinquevittatum,LC,Least Concern,0
2019,Thalassoma quinquevittatum,LC,Least Concern,0
2020,Thalassoma quinquevittatum,LC,Least Concern,0
2010,Thalassoma trilobatum,LC,Least Concern,0
2011,Thalassoma trilobatum,LC,Least Concern,0
2012,Thalassoma trilobatum,LC,Least Concern,0
2013,Thalassoma trilobatum,LC,Least Concern,0
2014,Thalassoma trilobatum,LC,Least Concern,0
2015,Thalassoma trilobatum,LC,Least Concern,0
2016,Thalassoma trilobatum,LC,Least Concern,0
2017,Thalassoma trilobatum,LC,Least Concern,0
2018,Thalassoma trilobatum,LC,Least Concern,0
2019,Thalassoma trilobatum,LC,Least Concern,0
2020,Thalassoma trilobatum,LC,Least Concern,0
2011,Thunnus alalunga,NT,Near Threatened,0.2
2012,Thunnus alalunga,NT,Near Threatened,0.2
2013,Thunnus alalunga,NT,Near Threatened,0.2
2014,Thunnus alalunga,NT,Near Threatened,0.2
2015,Thunnus alalunga,NT,Near Threatened,0.2
2016,Thunnus alalunga,NT,Near Threatened,0.2
2017,Thunnus alalunga,NT,Near Threatened,0.2
2018,Thunnus alalunga,NT,Near Threatened,0.2
2019,Thunnus alalunga,NT,Near Threatened,0.2
2020,Thunnus alalunga,NT,Near Threatened,0.2
2000,Thunnus albacares,LC,Lower Risk/least concern,0
2001,Thunnus albacares,LC,Lower Risk/least concern,0
2002,Thunnus albacares,LC,Lower Risk/least concern,0
2003,Thunnus albacares,LC,Lower Risk/least concern,0
2004,Thunnus albacares,LC,Lower Risk/least concern,0
2005,Thunnus albacares,LC,Lower Risk/least concern,0
2006,Thunnus albacares,LC,Lower Risk/least concern,0
2007,Thunnus albacares,LC,Lower Risk/least concern,0
2008,Thunnus albacares,LC,Lower Risk/least concern,0
2009,Thunnus albacares,LC,Lower Risk/least concern,0
2010,Thunnus albacares,LC,Lower Risk/least concern,0
2011,Thunnus albacares,NT,Near Threatened,0.2
2012,Thunnus albacares,NT,Near Threatened,0.2
2013,Thunnus albacares,NT,Near Threatened,0.2
2014,Thunnus albacares,NT,Near Threatened,0.2
2015,Thunnus albacares,NT,Near Threatened,0.2
2016,Thunnus albacares,NT,Near Threatened,0.2
2017,Thunnus albacares,NT,Near Threatened,0.2
2018,Thunnus albacares,NT,Near Threatened,0.2
2019,Thunnus albacares,NT,Near Threatened,0.2
2020,Thunnus albacares,NT,Near Threatened,0.2
2000,Thunnus obesus,VU,Vulnerable,0.4
2001,Thunnus obesus,VU,Vulnerable,0.4
2002,Thunnus obesus,VU,Vulnerable,0.4
2003,Thunnus obesus,VU,Vulnerable,0.4
2004,Thunnus obesus,VU,Vulnerable,0.4
2005,Thunnus obesus,VU,Vulnerable,0.4
2006,Thunnus obesus,VU,Vulnerable,0.4
2007,Thunnus obesus,VU,Vulnerable,0.4
2008,Thunnus obesus,VU,Vulnerable,0.4
2009,Thunnus obesus,VU,Vulnerable,0.4
2010,Thunnus obesus,VU,Vulnerable,0.4
2011,Thunnus obesus,VU,Vulnerable,0.4
2012,Thunnus obesus,VU,Vulnerable,0.4
2013,Thunnus obesus,VU,Vulnerable,0.4
2014,Thunnus obesus,VU,Vulnerable,0.4
