iucn_sid,kingdom,phylum,class,order,family,genus,sciname,population,category,subspecies,rank,subpopulation,country_code
133193,ANIMALIA,CNIDARIA,ANTHOZOA,HELIOPORACEA,HELIOPORIDAE,Heliopora,Heliopora coerulea,NA,VU,NA,NA,NA,UM
133196,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora incrassata,NA,NT,NA,NA,NA,UM
133197,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,Pocillopora verrucosa,NA,LC,NA,NA,NA,UM
133200,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Oulophyllia,Oulophyllia crispa,NA,NT,NA,NA,NA,UM
133201,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,Fungia scutaria,NA,LC,NA,NA,NA,UM
133207,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora clathrata,NA,LC,NA,NA,NA,UM
133208,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,Psammocora contigua,NA,NT,NA,NA,NA,UM
133209,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,Favites pentagona,NA,LC,NA,NA,NA,UM
133210,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,Favia speciosa,NA,LC,NA,NA,NA,UM
133212,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Oculina,Oculina diffusa,NA,LC,NA,NA,NA,UM
133215,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,Fungia tenuis,NA,LC,NA,NA,NA,UM
133216,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites lobata,NA,NT,NA,NA,NA,UM
133217,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MEANDRINIDAE,Meandrina,Meandrina danae,NA,LC,NA,NA,NA,UM
133220,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora caliculata,NA,VU,NA,NA,NA,UM
133222,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,Pocillopora damicornis,NA,LC,NA,NA,NA,UM
133224,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MEANDRINIDAE,Meandrina,Meandrina meandrites,NA,LC,NA,NA,NA,UM
133230,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,Fungia vaughani,NA,LC,NA,NA,NA,UM
133231,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Diploastrea,Diploastrea heliopora,NA,NT,NA,NA,NA,UM
133237,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Montastraea,Montastraea cavernosa,NA,LC,NA,NA,NA,UM
133238,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora hispida,NA,LC,NA,NA,NA,UM
133239,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora nasuta,NA,NT,NA,NA,NA,UM
133240,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,Pavona clavus,NA,LC,NA,NA,NA,UM
133242,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,Pavona frondifera,NA,LC,NA,NA,NA,UM
133244,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,Favites flexuosa,NA,NT,NA,NA,NA,UM
133246,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Acanthastrea,Acanthastrea echinata,NA,LC,NA,NA,NA,UM
133248,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora robusta,NA,LC,NA,NA,NA,UM
133250,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora digitifera,NA,NT,NA,NA,NA,UM
133252,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora tortuosa,NA,LC,NA,NA,NA,UM
133255,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,Agaricia humilis,NA,LC,NA,NA,NA,UM
133257,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Diploria,Diploria labyrinthiformis,NA,LC,NA,NA,NA,UM
133258,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Plerogyra,Plerogyra sinuosa,NA,NT,NA,NA,NA,UM
133266,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora nobilis,NA,LC,NA,NA,NA,UM
133267,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,Astreopora listeri,NA,LC,NA,NA,NA,UM
133271,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora sarmentosa,NA,LC,NA,NA,NA,UM
133273,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora inermis,NA,DD,NA,NA,NA,UM
133277,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites australiensis,NA,LC,NA,NA,NA,UM
133278,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Leptastrea,Leptastrea pruinosa,NA,LC,NA,NA,NA,UM
133281,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Madracis,Madracis formosa,NA,LC,NA,NA,NA,UM
133284,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Plesiastrea,Plesiastrea versipora,NA,LC,NA,NA,NA,UM
133288,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,Agaricia grahamae,NA,LC,NA,NA,NA,UM
133290,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,Favites abdita,NA,NT,NA,NA,NA,UM
133292,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,Astreopora myriophthalma,NA,LC,NA,NA,NA,UM
133293,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora valida,NA,LC,NA,NA,NA,UM
133298,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora turgescens,NA,LC,NA,NA,NA,UM
133299,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,Fungia sinensis,NA,LC,NA,NA,NA,UM
133303,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora lutkeni,NA,NT,NA,NA,NA,UM
133305,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora verrilli,NA,DD,NA,NA,NA,UM
133308,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,Fungia scruposa,NA,LC,NA,NA,NA,UM
133313,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora cytherea,NA,LC,NA,NA,NA,UM
133314,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora aequituberculata,NA,LC,NA,NA,NA,UM
133319,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora horrida,NA,VU,NA,NA,NA,UM
133321,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cyphastrea,Cyphastrea ocellina,NA,VU,NA,NA,NA,UM
133325,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cyphastrea,Cyphastrea chalcidicum,NA,LC,NA,NA,NA,UM
133332,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,Alveopora allingi,NA,VU,NA,NA,NA,UM
133337,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Merulina,Merulina ampliata,NA,LC,NA,NA,NA,UM
133338,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora speciosa,NA,VU,NA,NA,NA,UM
133343,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,Favites russelli,NA,NT,NA,NA,NA,UM
133345,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora tuberculosa,NA,LC,NA,NA,NA,UM
133351,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,Leptoseris mycetoseroides,NA,LC,NA,NA,NA,UM
133353,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,Psammocora obtusangula,NA,NT,NA,NA,NA,UM
133354,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Galaxea,Galaxea astreata,NA,VU,NA,NA,NA,UM
133356,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Mycetophyllia,Mycetophyllia ferox,NA,VU,NA,NA,NA,UM
133360,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,Pavona bipartita,NA,VU,NA,NA,NA,UM
133365,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Goniastrea,Goniastrea edwardsi,NA,LC,NA,NA,NA,UM
133372,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Polyphyllia,Polyphyllia novaehiberniae,NA,NT,NA,NA,NA,UM
133373,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Montastraea,Montastraea faveolata,NA,EN,NA,NA,NA,UM
133376,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Acanthastrea,Acanthastrea ishigakiensis,NA,VU,NA,NA,NA,UM
133377,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Diploria,Diploria clivosa,NA,LC,NA,NA,NA,UM
133378,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,Goniopora somaliensis,NA,LC,NA,NA,NA,UM
133380,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Madracis,Madracis kirbyi,NA,LC,NA,NA,NA,UM
133381,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora cervicornis,NA,CR,NA,NA,NA,UM
133382,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,Pavona explanulata,NA,LC,NA,NA,NA,UM
133387,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora globiceps,NA,VU,NA,NA,NA,UM
133389,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Siderastrea,Siderastrea siderea,NA,LC,NA,NA,NA,UM
133390,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Seriatopora,Seriatopora hystrix,NA,LC,NA,NA,NA,UM
133393,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora teres,NA,DD,NA,NA,NA,UM
133395,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites porites,NA,LC,NA,NA,NA,UM
133398,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,Pavona varians,NA,LC,NA,NA,NA,UM
133400,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MEANDRINIDAE,Eusmilia,Eusmilia fastigiata,NA,LC,NA,NA,NA,UM
133406,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,Psammocora haimeana,NA,LC,NA,NA,NA,UM
133407,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,Pocillopora eydouxi,NA,NT,NA,NA,NA,UM
133408,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Coscinaraea,Coscinaraea wellsi,NA,LC,NA,NA,NA,UM
133410,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pachyseris,Pachyseris speciosa,NA,LC,NA,NA,NA,UM
133414,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Goniastrea,Goniastrea pectinata,NA,LC,NA,NA,NA,UM
133418,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,Fungia concinna,NA,LC,NA,NA,NA,UM
133419,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Lobophyllia,Lobophyllia hemprichii,NA,LC,NA,NA,NA,UM
133423,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,Fungia horrida,NA,LC,NA,NA,NA,UM
133424,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Leptastrea,Leptastrea inaequalis,NA,NT,NA,NA,NA,UM
133425,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Solenastrea,Solenastrea hyades,NA,LC,NA,NA,NA,UM
133428,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Coscinaraea,Coscinaraea columna,NA,LC,NA,NA,NA,UM
133436,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MEANDRINIDAE,Dichocoenia,Dichocoenia stellaris,NA,DD,NA,NA,NA,UM
133437,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,Fungia moluccensis,NA,LC,NA,NA,NA,UM
133438,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora foveolata,NA,NT,NA,NA,NA,UM
133439,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,Agaricia tenuifolia,NA,NT,NA,NA,NA,UM
133440,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,Platygyra pini,NA,LC,NA,NA,NA,UM
133442,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Oxypora,Oxypora lacera,NA,LC,NA,NA,NA,UM
133444,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Oculina,Oculina valenciennesi,NA,DD,NA,NA,NA,UM
133451,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora danae,NA,LC,NA,NA,NA,UM
133452,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Goniastrea,Goniastrea aspera,NA,LC,NA,NA,NA,UM
133457,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Mussa,Mussa angulosa,NA,LC,NA,NA,NA,UM
133458,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Hydnophora,Hydnophora microconos,NA,NT,NA,NA,NA,UM
133463,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora aculeus,NA,VU,NA,NA,NA,UM
133468,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,Platygyra daedalea,NA,LC,NA,NA,NA,UM
133478,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Hydnophora,Hydnophora exesa,NA,NT,NA,NA,NA,UM
133479,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora hyacinthus,NA,NT,NA,NA,NA,UM
133482,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,Alveopora spongiosa,NA,NT,NA,NA,NA,UM
133485,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,Astreopora randalli,NA,LC,NA,NA,NA,UM
133486,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites horizontalata,NA,VU,NA,NA,NA,UM
133492,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites rus,NA,LC,NA,NA,NA,UM
133493,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,Platygyra ryukyuensis,NA,NT,NA,NA,NA,UM
133495,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Galaxea,Galaxea horrescens,NA,LC,NA,NA,NA,UM
133498,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,Turbinaria peltata,NA,VU,NA,NA,NA,UM
133502,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,Psammocora superficialis,NA,LC,NA,NA,NA,UM
133504,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites furcata,NA,LC,NA,NA,NA,UM
133510,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,Favia lizardensis,NA,NT,NA,NA,NA,UM
133519,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Mycetophyllia,Mycetophyllia danaana,NA,LC,NA,NA,NA,UM
133521,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Stephanocoenia,Stephanocoenia intersepta,NA,LC,NA,NA,NA,UM
133522,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Helioseris,Helioseris cucullata,NA,LC,NA,NA,NA,UM
133525,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora monasteriata,NA,LC,NA,NA,NA,UM
133530,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Stylophora,Stylophora subseriata,NA,LC,NA,NA,NA,UM
133535,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,Agaricia agaricites,NA,LC,NA,NA,NA,UM
133538,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Herpolitha,Herpolitha limax,NA,LC,NA,NA,NA,UM
133539,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,Leptoseris incrustans,NA,VU,NA,NA,NA,UM
133546,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites latistella,NA,LC,NA,NA,NA,UM
133548,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Stylocoeniella,Stylocoeniella armata,NA,LC,NA,NA,NA,UM
133551,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Lobophyllia,Lobophyllia corymbosa,NA,LC,NA,NA,NA,UM
133556,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora spumosa,NA,LC,NA,NA,NA,UM
133558,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,Pavona cactus,NA,VU,NA,NA,NA,UM
133559,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Mycedium,Mycedium elephantotus,NA,LC,NA,NA,NA,UM
133560,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Goniastrea,Goniastrea palauensis,NA,NT,NA,NA,NA,UM
133563,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora peltiformis,NA,NT,NA,NA,NA,UM
133564,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Isophyllastrea,Isophyllastrea rigida,NA,LC,NA,NA,NA,UM
133569,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,Favia favus,NA,LC,NA,NA,NA,UM
133570,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,Psammocora profundacella,NA,LC,NA,NA,NA,UM
133571,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,Platygyra carnosus,NA,NT,NA,NA,NA,UM
133575,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cladocora,Cladocora arbuscula,NA,LC,NA,NA,NA,UM
133576,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora cerealis,NA,LC,NA,NA,NA,UM
133584,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites divaricata,NA,LC,NA,NA,NA,UM
133587,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Sandalolitha,Sandalolitha dentata,NA,LC,NA,NA,NA,UM
133589,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,Psammocora explanulata,NA,LC,NA,NA,NA,UM
133591,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Isophyllia,Isophyllia sinuosa,NA,LC,NA,NA,NA,UM
133593,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,Favia stelligera,NA,NT,NA,NA,NA,UM
133594,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,Favia fragum,NA,LC,NA,NA,NA,UM
133595,ANIMALIA,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,Millepora platyphylla,NA,LC,NA,NA,NA,UM
133605,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Scolymia,Scolymia wellsi,NA,DD,NA,NA,NA,UM
133606,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Symphyllia,Symphyllia recta,NA,LC,NA,NA,NA,UM
133607,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,Goniopora minor,NA,NT,NA,NA,NA,UM
133611,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Madracis,Madracis senaria,NA,LC,NA,NA,NA,UM
133613,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites solida,NA,LC,NA,NA,NA,UM
133615,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,Goniopora stutchburyi,NA,LC,NA,NA,NA,UM
133616,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,Favia matthaii,NA,NT,NA,NA,NA,UM
133621,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora valenciennesi,NA,LC,NA,NA,NA,UM
133622,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora capitata,NA,NT,NA,NA,NA,UM
133625,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites studeri,NA,LC,NA,NA,NA,UM
133626,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora schmitti,NA,DD,NA,NA,NA,UM
133628,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cyphastrea,Cyphastrea agassizi,NA,VU,NA,NA,NA,UM
133633,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,Turbinaria mesenterina,NA,VU,NA,NA,NA,UM
133634,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Goniastrea,Goniastrea retiformis,NA,LC,NA,NA,NA,UM
133635,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora venosa,NA,NT,NA,NA,NA,UM
133636,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,Leptoseris gardineri,NA,LC,NA,NA,NA,UM
133640,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites monticulosa,NA,LC,NA,NA,NA,UM
133644,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora formosa,NA,NT,NA,NA,NA,UM
133646,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora verrucosa,NA,LC,NA,NA,NA,UM
133648,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cyphastrea,Cyphastrea microphthalma,NA,LC,NA,NA,NA,UM
133649,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,Acropora abrotanoides,NA,LC,NA,NA,NA,UM
133651,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,Platygyra lamellina,NA,NT,NA,NA,NA,UM
133652,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Leptastrea,Leptastrea transversa,NA,LC,NA,NA,NA,UM
133654,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,Favites chinensis,NA,NT,NA,NA,NA,UM
133657,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Solenastrea,Solenastrea bournoni,NA,LC,NA,NA,NA,UM
133662,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Galaxea,Galaxea fascicularis,NA,NT,NA,NA,NA,UM
133663,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Madracis,Madracis decactis,NA,LC,NA,NA,NA,UM
