iucn_sid,kingdom,phylum,class,order,family,genus,sciname,population,category,subspecies,rank,subpopulation,country_code
179109,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Helcogramma,Helcogramma chica,NA,LC,NA,NA,NA,UM
180235,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria hilla,NA,LC,NA,NA,NA,UM
180246,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria difficilis,NA,LC,NA,NA,NA,UM
180286,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria pardalis,NA,LC,NA,NA,NA,UM
180337,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Actinopyga mauritiana,NA,VU,NA,NA,NA,UM
180400,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria edulis,NA,LC,NA,NA,NA,UM
180421,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria atra,NA,LC,NA,NA,NA,UM
180440,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria whitmaei,NA,EN,NA,NA,NA,UM
180443,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria rigida,NA,LC,NA,NA,NA,UM
180469,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria parvula,NA,LC,NA,NA,NA,UM
180525,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria pervicax,NA,LC,NA,NA,NA,UM
183214,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Doryrhamphus,Doryrhamphus excisus,NA,LC,NA,NA,NA,UM
187368,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,Bodianus dictynna,NA,LC,NA,NA,NA,UM
187373,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Hemigymnus,Hemigymnus fasciatus,NA,LC,NA,NA,NA,UM
187381,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,Thalassoma lunare,NA,LC,NA,NA,NA,UM
187382,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Halichoeres marginatus,NA,LC,NA,NA,NA,UM
187384,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,Cheilinus chlorourus,NA,LC,NA,NA,NA,UM
187396,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labroides,Labroides dimidiatus,NA,LC,NA,NA,NA,UM
187404,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,Bodianus albotaeniatus,NA,LC,NA,NA,NA,UM
187424,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Stethojulis,Stethojulis bandanensis,NA,LC,NA,NA,NA,UM
187436,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Coris gaimard,NA,LC,NA,NA,NA,UM
187441,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Novaculichthys,Novaculichthys taeniourus,NA,LC,NA,NA,NA,UM
187443,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Halichoeres margaritaceus,NA,LC,NA,NA,NA,UM
187447,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Cirrhilabrus jordani,NA,LC,NA,NA,NA,UM
187461,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Cirrhilabrus exquisitus,NA,DD,NA,NA,NA,UM
187466,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Oxycheilinus,Oxycheilinus digramma,NA,LC,NA,NA,NA,UM
187474,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Halichoeres trimaculatus,NA,LC,NA,NA,NA,UM
187476,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Hemigymnus,Hemigymnus melapterus,NA,LC,NA,NA,NA,UM
187477,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudocheilinus,Pseudocheilinus hexataenia,NA,LC,NA,NA,NA,UM
187489,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Stethojulis,Stethojulis strigiventer,NA,LC,NA,NA,NA,UM
187490,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,Thalassoma amblycephalum,NA,LC,NA,NA,NA,UM
187497,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labropsis,Labropsis xanthonota,NA,LC,NA,NA,NA,UM
187498,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Coris ballieui,NA,LC,NA,NA,NA,UM
187516,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,Bodianus axillaris,NA,LC,NA,NA,NA,UM
187517,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Diproctacanthus,Diproctacanthus xanthurus,NA,LC,NA,NA,NA,UM
187518,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Cirrhilabrus luteovittatus,NA,LC,NA,NA,NA,UM
187523,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Oxycheilinus,Oxycheilinus bimaculatus,NA,LC,NA,NA,NA,UM
187527,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Hologymnosus,Hologymnosus doliatus,NA,LC,NA,NA,NA,UM
187536,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Gomphosus,Gomphosus varius,NA,LC,NA,NA,NA,UM
187556,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Wetmorella,Wetmorella albofasciata,NA,LC,NA,NA,NA,UM
187559,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,Thalassoma hardwicke,NA,LC,NA,NA,NA,UM
187564,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Halichoeres melasmapomus,NA,LC,NA,NA,NA,UM
187565,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Halichoeres biocellatus,NA,LC,NA,NA,NA,UM
187571,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,Bodianus prognathus,NA,LC,NA,NA,NA,UM
187575,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labroides,Labroides pectoralis,NA,LC,NA,NA,NA,UM
187586,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudojuloides,Pseudojuloides atavai,NA,DD,NA,NA,NA,UM
187601,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,Thalassoma ballieui,NA,LC,NA,NA,NA,UM
187621,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudocheilinus,Pseudocheilinus octotaenia,NA,LC,NA,NA,NA,UM
187626,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudojuloides,Pseudojuloides cerasinus,NA,DD,NA,NA,NA,UM
187631,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labrichthys,Labrichthys unilineatus,NA,LC,NA,NA,NA,UM
187649,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,Cheilinus oxycephalus,NA,LC,NA,NA,NA,UM
187658,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudocheilinus,Pseudocheilinus evanidus,NA,LC,NA,NA,NA,UM
187673,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Halichoeres hortulanus,NA,LC,NA,NA,NA,UM
187674,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Oxycheilinus,Oxycheilinus unifasciatus,NA,LC,NA,NA,NA,UM
187680,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,Macropharyngodon geoffroy,NA,LC,NA,NA,NA,UM
187681,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cymolutes,Cymolutes praetextatus,NA,LC,NA,NA,NA,UM
187685,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,Thalassoma lutescens,NA,LC,NA,NA,NA,UM
187688,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudocoris,Pseudocoris heteroptera,NA,LC,NA,NA,NA,UM
187692,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,Macropharyngodon meleagris,NA,LC,NA,NA,NA,UM
187699,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Halichoeres claudia,NA,LC,NA,NA,NA,UM
187705,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Iniistius,Iniistius pavo,NA,LC,NA,NA,NA,UM
187707,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,Thalassoma trilobatum,NA,LC,NA,NA,NA,UM
187711,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,Thalassoma duperrey,NA,LC,NA,NA,NA,UM
187713,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudodax,Pseudodax moluccanus,NA,LC,NA,NA,NA,UM
187715,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,Bodianus anthioides,NA,LC,NA,NA,NA,UM
187716,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Anampses,Anampses caeruleopunctatus,NA,LC,NA,NA,NA,UM
187722,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Epibulus,Epibulus insidiator,NA,LC,NA,NA,NA,UM
187723,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Anampses,Anampses meleagrides,NA,LC,NA,NA,NA,UM
187733,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,Thalassoma quinquevittatum,NA,LC,NA,NA,NA,UM
187739,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,Cheilinus fasciatus,NA,LC,NA,NA,NA,UM
187740,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudocheilinus,Pseudocheilinus tetrataenia,NA,LC,NA,NA,NA,UM
187744,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,Bodianus loxozonus,NA,LC,NA,NA,NA,UM
187746,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,Thalassoma purpureum,NA,LC,NA,NA,NA,UM
187755,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labroides,Labroides rubrolabiatus,NA,LC,NA,NA,NA,UM
187758,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Anampses,Anampses cuvier,NA,LC,NA,NA,NA,UM
187767,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labroides,Labroides bicolor,NA,LC,NA,NA,NA,UM
187777,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Polylepion,Polylepion russelli,NA,LC,NA,NA,NA,UM
187782,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Xyrichtys,Xyrichtys halsteadi,NA,LC,NA,NA,NA,UM
187784,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Anampses,Anampses twistii,NA,LC,NA,NA,NA,UM
187786,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Halichoeres pallidus,NA,LC,NA,NA,NA,UM
187792,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Coris centralis,NA,LC,NA,NA,NA,UM
187796,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Ammolabrus,Ammolabrus dicrus,NA,LC,NA,NA,NA,UM
187799,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Stethojulis,Stethojulis balteata,NA,LC,NA,NA,NA,UM
187802,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Coris aygula,NA,LC,NA,NA,NA,UM
188304,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Abudefduf,Abudefduf abdominalis,NA,LC,NA,NA,NA,UM
188340,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Amphiprion,Amphiprion perideraion,NA,LC,NA,NA,NA,UM
188366,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Chromis,Chromis caudalis,NA,LC,NA,NA,NA,UM
188467,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Abudefduf,Abudefduf sordidus,NA,LC,NA,NA,NA,UM
188609,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Abudefduf,Abudefduf vaigiensis,NA,LC,NA,NA,NA,UM
189480,ANIMALIA,MOLLUSCA,GASTROPODA,ELLOBIIDA,ELLOBIIDAE,Laemodonta,Laemodonta striata,NA,LC,NA,NA,NA,UM
189820,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,BELONIDAE,Tylosurus,Tylosurus acus,NA,LC,NA,NA,NA,UM
190067,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,CERATIIDAE,Cryptopsaras,Cryptopsaras couesii,NA,LC,NA,NA,NA,UM
190073,ANIMALIA,CHORDATA,ACTINOPTERYGII,LAMPRIFORMES,TRACHIPTERIDAE,Desmodema,Desmodema polystictum,NA,LC,NA,NA,NA,UM
190080,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ECHENEIDAE,Remora,Remora osteochir,NA,LC,NA,NA,NA,UM
190090,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRICHIURIDAE,Trichiurus,Trichiurus lepturus,NA,LC,NA,NA,NA,UM
190107,ANIMALIA,CHORDATA,ACTINOPTERYGII,LAMPRIFORMES,LOPHOTIDAE,Eumecichthys,Eumecichthys fiski,NA,LC,NA,NA,NA,UM
190109,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHIASMODONTIDAE,Chiasmodon,Chiasmodon subniger,NA,LC,NA,NA,NA,UM
190116,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUVARIDAE,Luvarus,Luvarus imperialis,NA,LC,NA,NA,NA,UM
190117,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Decapterus,Decapterus macarellus,NA,LC,NA,NA,NA,UM
190123,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,EXOCOETIDAE,Cheilopogon,Cheilopogon cyanopterus,NA,LC,NA,NA,NA,UM
190125,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Aluterus,Aluterus scriptus,NA,LC,NA,NA,NA,UM
190130,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyripnus,Argyripnus atlanticus,NA,LC,NA,NA,NA,UM
190131,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,MICROSTOMATIDAE,Xenophthalmichthys,Xenophthalmichthys danae,NA,LC,NA,NA,NA,UM
190137,ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,DIRETMIDAE,Diretmichthys,Diretmichthys parini,NA,LC,NA,NA,NA,UM
190152,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPHIPPIDAE,Platax,Platax orbicularis,NA,LC,NA,NA,NA,UM
190154,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bassozetus,Bassozetus compressus,NA,LC,NA,NA,NA,UM
190157,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Lophodolos,Lophodolos acanthognathus,NA,LC,NA,NA,NA,UM
190159,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,Diaphus adenomus,NA,LC,NA,NA,NA,UM
190164,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Decapterus,Decapterus tabl,NA,LC,NA,NA,NA,UM
190180,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,GIGANTURIDAE,Gigantura,Gigantura indica,NA,LC,NA,NA,NA,UM
190183,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ANTENNARIIDAE,Histrio,Histrio histrio,NA,LC,NA,NA,NA,UM
190184,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Photonectes,Photonectes achirus,NA,LC,NA,NA,NA,UM
190190,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,RACHYCENTRIDAE,Rachycentron,Rachycentron canadum,NA,LC,NA,NA,NA,UM
190193,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Sphoeroides,Sphoeroides pachygaster,NA,LC,NA,NA,NA,UM
190197,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,Diaphus mollis,NA,LC,NA,NA,NA,UM
190198,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Talismania,Talismania antillarum,NA,LC,NA,NA,NA,UM
190207,ANIMALIA,CHORDATA,ACTINOPTERYGII,LAMPRIFORMES,LOPHOTIDAE,Lophotus,Lophotus lacepede,NA,LC,NA,NA,NA,UM
190214,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,NEMICHTHYIDAE,Nemichthys,Nemichthys scolopaceus,NA,LC,NA,NA,NA,UM
190223,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Manducus,Manducus maderensis,NA,DD,NA,NA,NA,UM
190232,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Taaningichthys,Taaningichthys bathyphilus,NA,LC,NA,NA,NA,UM
190239,ANIMALIA,CHORDATA,ACTINOPTERYGII,STEPHANOBERYCIFORMES,MELAMPHAIDAE,Poromitra,Poromitra crassiceps,NA,LC,NA,NA,NA,UM
190243,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathypterois,Bathypterois longipes,NA,LC,NA,NA,NA,UM
190255,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PRIACANTHIDAE,Cookeolus,Cookeolus japonicus,NA,LC,NA,NA,NA,UM
190260,ANIMALIA,CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,CETOMIMIDAE,Cetostoma,Cetostoma regani,NA,DD,NA,NA,NA,UM
190261,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Notolychnus,Notolychnus valdiviae,NA,LC,NA,NA,NA,UM
190287,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GEMPYLIDAE,Lepidocybium,Lepidocybium flavobrunneum,NA,LC,NA,NA,NA,UM
190292,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,EXOCOETIDAE,Hirundichthys,Hirundichthys speculiger,NA,LC,NA,NA,NA,UM
190296,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TETRAGONURIDAE,Tetragonurus,Tetragonurus atlanticus,NA,LC,NA,NA,NA,UM
190298,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Photostylus,Photostylus pycnopterus,NA,LC,NA,NA,NA,UM
190300,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,Cyclothone alba,NA,LC,NA,NA,NA,UM
190310,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHIASMODONTIDAE,Chiasmodon,Chiasmodon niger,NA,LC,NA,NA,NA,UM
190311,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Nannobrachium,Nannobrachium lineatum,NA,LC,NA,NA,NA,UM
190316,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,SCOPELARCHIDAE,Scopelarchus,Scopelarchus analis,NA,LC,NA,NA,NA,UM
190317,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Bolinichthys,Bolinichthys photothorax,NA,LC,NA,NA,NA,UM
190321,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,Diaphus garmani,NA,LC,NA,NA,NA,UM
190324,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Chauliodus,Chauliodus sloani,NA,LC,NA,NA,NA,UM
190331,ANIMALIA,CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,CETOMIMIDAE,Gyrinomimus,Gyrinomimus myersi,NA,DD,NA,NA,NA,UM
190335,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,AULOPIDAE,Aulopus,Aulopus filamentosus,NA,LC,NA,NA,NA,UM
190346,ANIMALIA,CHORDATA,ACTINOPTERYGII,LAMPRIFORMES,TRACHIPTERIDAE,Zu,Zu cristatus,NA,LC,NA,NA,NA,UM
190350,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,NEMICHTHYIDAE,Avocettina,Avocettina infans,NA,LC,NA,NA,NA,UM
190353,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Aristostomias,Aristostomias tittmanni,NA,LC,NA,NA,NA,UM
190356,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Aldrovandia,Aldrovandia affinis,NA,LC,NA,NA,NA,UM
190369,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Lampanyctus,Lampanyctus nobilis,NA,LC,NA,NA,NA,UM
190385,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MORIDAE,Antimora,Antimora rostrata,NA,LC,NA,NA,NA,UM
190388,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Selar,Selar crumenophthalmus,NA,LC,NA,NA,NA,UM
190391,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,EXOCOETIDAE,Cheilopogon,Cheilopogon furcatus,NA,LC,NA,NA,NA,UM
190393,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ECHENEIDAE,Echeneis,Echeneis naucrates,NA,LC,NA,NA,NA,UM
190399,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPHYRAENIDAE,Sphyraena,Sphyraena barracuda,NA,LC,NA,NA,NA,UM
190404,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,Diaphus anderseni,NA,LC,NA,NA,NA,UM
190414,ANIMALIA,CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,CETOMIMIDAE,Ditropichthys,Ditropichthys storeri,NA,DD,NA,NA,NA,UM
190416,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,Eustomias furcifer,NA,LC,NA,NA,NA,UM
190422,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MOLIDAE,Mola,Mola mola,NA,VU,NA,NA,NA,UM
190423,ANIMALIA,CHORDATA,ACTINOPTERYGII,LAMPRIFORMES,LOPHOTIDAE,Lophotus,Lophotus capellei,NA,LC,NA,NA,NA,UM
190425,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Lobianchia,Lobianchia gemellarii,NA,LC,NA,NA,NA,UM
190433,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHIASMODONTIDAE,Pseudoscopelus,Pseudoscopelus scriptus,NA,LC,NA,NA,NA,UM
190444,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Canthidermis,Canthidermis maculata,NA,LC,NA,NA,NA,UM
190447,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,CAULOPHRYNIDAE,Caulophryne,Caulophryne jordani,NA,LC,NA,NA,NA,UM
190452,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Naucrates,Naucrates ductor,NA,LC,NA,NA,NA,UM
190461,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ECHENEIDAE,Phtheirichthys,Phtheirichthys lineatus,NA,LC,NA,NA,NA,UM
190464,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Lagocephalus,Lagocephalus lagocephalus,NA,LC,NA,NA,NA,UM
190466,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Symbolophorus,Symbolophorus veranyi,NA,LC,NA,NA,NA,UM
